"@timestamp",message
"Feb 22, 2023 @ 09:19:57.294","conveyorBoxMap call. auto labeller command : L,DC18,19244,2,550,350,I5719244;( S4 );       냉장+냉동;1;2;운송장 563310441595;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:19:57.260","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19244, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19244,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:54.937","conveyorBoxMap call. auto labeller command : L,DC17,15495,2,375,283,C5415495;( S2 );          냉동;1;1;운송장 563310425204;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:54.907","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15495, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15495,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:53.714","conveyorBoxMap call. auto labeller command : L,DC18,19243,2,550,350,I5319243;( S4 );       냉장+냉동;1;2;운송장 563310440615;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:19:53.687","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19243, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19243,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:51.513","conveyorBoxMap call. auto labeller command : L,DC17,15494,2,375,283,C5115494;( S2 );          냉동;1;1;운송장 563310431670;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:51.478","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15494, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15494,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:50.142","conveyorBoxMap call. auto labeller command : L,DC18,19242,2,550,350,I5019242;( S4 );       냉장+냉동;1;2;운송장 563310452342;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:19:50.111","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19242, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19242,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:48.069","conveyorBoxMap call. auto labeller command : L,DC17,15493,2,375,283,C4815493;( S2 );          냉동;1;1;운송장 563310432856;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:48.040","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15493, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15493,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:46.580","conveyorBoxMap call. auto labeller command : L,DC18,19241,2,550,350,I4619241;( S4 );       냉장+냉동;1;2;운송장 563310451222;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:19:46.549","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19241, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19241,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:44.608","conveyorBoxMap call. auto labeller command : L,DC17,15492,2,375,283,C4415492;( S2 );          냉동;1;1;운송장 563310433125;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:44.579","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15492, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15492,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:43.050","conveyorBoxMap call. auto labeller command : L,DC18,19240,2,550,350,I4319240;( S4 );       냉장+냉동;1;2;운송장 563310451141;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:19:43.006","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19240, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19240,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:41.178","conveyorBoxMap call. auto labeller command : L,DC17,15491,2,375,283,C4115491;( S2 );          냉동;1;1;운송장 563310434573;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:41.150","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15491, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15491,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:39.437","conveyorBoxMap call. auto labeller command : L,DC18,19239,2,550,350,I3919239;( S4 );       냉장+냉동;1;2;운송장 563310450135;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:19:39.407","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19239, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19239,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:37.726","conveyorBoxMap call. auto labeller command : L,DC17,15490,2,375,283,C3715490;( S2 );          냉동;1;1;운송장 563310428796;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:37.699","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15490, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15490,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:34.290","conveyorBoxMap call. auto labeller command : L,DC17,15489,2,375,283,C3415489;( S2 );          냉동;1;1;운송장 563310434632;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:34.255","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15489, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15489,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:30.825","conveyorBoxMap call. auto labeller command : L,DC17,15488,2,375,283,C3015488;( S2 );          냉동;1;1;운송장 563310435715;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:30.780","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15488, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15488,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:27.359","conveyorBoxMap call. auto labeller command : L,DC17,15487,2,375,283,C2715487;( S2 );          냉동;1;1;운송장 563310429776;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:27.329","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15487, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15487,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:23.910","conveyorBoxMap call. auto labeller command : L,DC17,15486,2,375,283,C2315486;( S2 );          냉동;1;1;운송장 571768166396;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:23.878","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15486, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15486,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:20.496","conveyorBoxMap call. auto labeller command : L,DC17,15485,2,375,283,C2015485;( S2 );          냉동;1;1;운송장 571768166153;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:20.461","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15485, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15485,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:13.601","conveyorBoxMap call. auto labeller command : L,DC17,15484,2,375,283,C1315484;( S2 );          냉동;1;1;운송장 563310427352;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:13.568","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15484, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15484,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:03.603","conveyorBoxMap call. auto labeller command : L,DC18,19238,2,550,350,I0319238;( S4 );       냉장+냉동;1;2;운송장 563310449973;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:19:03.567","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19238, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19238,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:03.066","conveyorBoxMap call. auto labeller command : L,DC17,15483,2,375,283,C0315483;( S2 );          냉동;1;1;운송장 571768166245;1/1;1-DQ03;,"
"Feb 22, 2023 @ 09:19:03.030","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC17, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=15483, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC17,10,76,15483,,0,0,0,0,0,0, sp=sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:19:00.139","conveyorBoxMap call. auto labeller command : L,DC18,19237,2,550,350,I0019237;( S4 );       냉장+냉동;1;2;운송장 563310443194;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:19:00.105","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19237, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19237,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:55.941","conveyorBoxMap call. auto labeller command : L,DC18,19236,2,550,350,I5519236;( S4 );       냉장+냉동;1;2;운송장 563310449601;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:18:55.907","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19236, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19236,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:51.125","conveyorBoxMap call. auto labeller command : L,DC18,19235,2,550,350,I5119235;( S4 );       냉장+냉동;1;2;운송장 563310449295;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:18:51.088","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19235, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19235,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:46.612","conveyorBoxMap call. auto labeller command : L,DC18,19234,2,550,350,I4619234;( S4 );       냉장+냉동;1;2;운송장 563310445725;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:18:46.572","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19234, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19234,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:42.517","conveyorBoxMap call. auto labeller command : L,DC18,19233,2,550,350,I4219233;( S4 );       냉장+냉동;1;2;운송장 563310444896;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:18:42.486","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19233, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19233,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:38.379","conveyorBoxMap call. auto labeller command : L,DC18,19232,2,550,350,I3819232;( S4 );       냉장+냉동;1;2;운송장 563310444664;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:18:38.339","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19232, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19232,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:34.431","conveyorBoxMap call. auto labeller command : L,DC18,19231,2,550,350,I3419231;( S4 );       냉장+냉동;1;2;운송장 563310443835;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:18:34.396","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19231, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19231,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:28.549","conveyorBoxMap call. auto labeller command : L,DC18,19230,2,550,350,I2819230;( S4 );       냉장+냉동;1;2;운송장 563310451524;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:18:28.516","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19230, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19230,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:24.649","conveyorBoxMap call. auto labeller command : L,DC18,19229,2,550,350,I2419229;( S4 );       냉장+냉동;1;2;운송장 563310451163;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:18:24.616","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19229, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19229,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:20.592","conveyorBoxMap call. auto labeller command : L,DC18,19228,2,550,350,I2019228;( S4 );       냉장+냉동;1;2;운송장 563310448105;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:18:20.559","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19228, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19228,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:16.233","conveyorBoxMap call. auto labeller command : L,DC18,19227,2,550,350,I1619227;( S4 );       냉장+냉동;1;2;운송장 563310442855;1/1;2-DQ04;,"
"Feb 22, 2023 @ 09:18:16.196","conveyorBoxMap controller called. req=Req(meta=null, data=[IntfLespRecvVO(equipment_id=DC18, eqp_id=null, telegram=10, datalength=76, tote_id1=null, tote_id2=null, tote_id3=null, tote_id4=null, tote_id5=null, box_id=null, pid=19227, stop_zone_id=null, scanner_id=null, bcr_data=, dps_id=null, cell_id=null, count=null, weight=0.0, item_weight=0, item_width=0, item_length=0, item_height=0, chute1_busy=0, chute2_busy=0, destination=null, reancode=null, center_cd=CJLWNDDT10, all_message=D,DC18,10,76,19227,,0,0,0,0,0,0, sp=z_sp_lesp_cnv_box_mapping, out_message=null, out_rtn_cd=null, out_rtn_msg=null)])"
"Feb 22, 2023 @ 09:18:15.991","conveyorBoxMap call. auto labeller command : L,DC17,15482,2,375,283,C1515482;( S2 );          냉동;1;1;운송장 563310431983;1/1;1-DQ03;,"
